Nimi;Lukumäärä
Merri;10
Mickel;10
Mihai;10
Miika-Matti;10
Miikka-Matias;10
Mika-Tapio;10
Mikko-Jussi;10
Mirwais;10
Miska-Matias;10
Mohanad;10
Mokhtar;10
Mose;10
Mounir;10
Muamer;10
Mubarik;10
Mucaad;10
Naatan;10
Nadim;10
Nam;10
Nassim;10
Nataniel;10
Nickolas;10
Nicolae;10
Niko-Markus;10
Niko-Ville;10
Nio;10
Nooke;10
Nuh;10
Nuuk;10
Okke;10
Oliveri;10
Otto-Eemeli;10
Outi;10
Ozan;10
Pa;10
Pehr-Olof;10
Petri-Juhani;10
Qasim;10
Rama;10
Rebaz;10
Recep;10
Reemus;10
Rémi;10
Renat;10
Reo;10
Ridvan;10
Riho;10
Riley;10
Rodin;10
Roopert;10
Ryszard;10
Saber;10
Sajjad;10
Samet;10
Samueli;10
San;10
Santtu-Pekka;10
Sardar;10
Sarmad;10
Saulus;10
Saveli;10
Saw;10
Seán;10
Sere;10
Sergej;10
Set;10
Siavash;10
Sidar;10
Simo-Heikki;10
Sindre;10
Sohaib;10
Stellan;10
Stian;10
Suman;10
Sven-Eric;10
Taim;10
Talha;10
Tamim;10
Tapsa;10
Tedi;10
Tomi-Matti;10
Tommi-Pekka;10
Topi-Pekka;10
Torkel;10
Tudor;10
Tung;10
Turjo;10
Tyrsky;10
Ukkopekka;10
Umberto;10
Vallu;10
Veiko;10
Veli-Tuomas;10
Verni;10
Vesa-Mikko;10
Vesa-Valtteri;10
Vikko;10
Vilbert;10
Ville-Martti;10
Warren;10
Wellu;10
Wen;10
Widar;10
Yacqub;10
Yassir;10
Yavuz;10
Yigit;10
Youness;10
Yrjänä;10
Yussuf;10
Zander;10
Zeki;10
Zubeyr;10
Zuhair;10
Örjan;10
Aarna;9
Aasiya;9
Abby;9
Adi;9
Aino-Elisa;9
Aino-Lotta;9
Airin;9
Aja;9
Ajana;9
Aleena;9
Althea;9
Amélia;9
Ameneh;9
Anabel;9
Andra;9
Anna-Inkeri;9
Annalea;9
Anna-Lyydia;9
Anna-Marjaana;9
Anna-Mia;9
Anna-Rosa;9
Anna-Sara;9
Anne-Sofie;9
Anni-Eveliina;9
Anni-Katri;9
Anni-Roosa;9
Ann-Kristine;9
Ann-Len;9
Anu-Marika;9
Anu-Tuulia;9
Arbenita;9
Arezoo;9
Arezu;9
Arja-Maarit;9
Arlette;9
Aryana;9
Asja;9
Atena;9
Aurela;9
Auriina;9
Avalon;9
Avan;9
Ayana;9
Aye;9
Aysel;9
Batool;9
Batul;9
Betina;9
Bette;9
Biljana;9
Billie;9
Bozena;9
Britt-Helen;9
Brooke;9
Caitlyn;9
Cami;9
Candice;9
Cariina;9
Caritta;9
Carmel;9
Chandra;9
Christabel;9
Christal;9
Cina;9
Cindi;9
Clare;9
Clea;9
Clementine;9
Connie;9
Crystal;9
Dakota;9
Dali;9
Dragana;9
Duaa;9
Duha;9
Eeva-Maaria;9
Eija-Anneli;9
Eija-Elina;9
Eija-Helena;9
Eila-Sisko;9
Eirin;9
Elana;9
Eliida;9
Elizabet;9
Ella-Leena;9
Elle-Maria;9
Elli-Nora;9
Ellu;9
Eloisa;9
Elora;9
Elvy;9
Emmakaisa;9
Emmaliisa;9
Emmi-Riina;9
Ennie;9
Ermira;9
Essi-Mari;9
Eva-Kaisa;9
Eve-Maria;9
Evilda;9
Ewelina;9
Eylül;9
Fabiana;9
Fabiola;9
Fannie;9
Fanny-Maria;9
Fateme;9
Fatoumata;9
Felia;9
Fianna;9
Fina;9
Fria;9
Ghazal;9
Gillian;9
Gisele;9
Gul;9
Gunne;9
Gunni-Maj;9
Habiiba;9
Habiibo;9
Hadia;9
Hanife;9
Hanne-Kaisa;9
Hanni-Mari;9
Havu;9
Heidi-Hannele;9
Heidi-Johanna;9
Heidi-Marie;9
Heli-Anneli;9
Heli-Maaria;9
Helja;9
Helmi-Lilja;9
Henje;9
Henna-Emilia;9
Hilkka-Leena;9
Hira;9
Hoodo;9
Htoo;9
Huynh;9
Ida-Elina;9
Ida-Eveliina;9
Ida-Liina;9
Ida-Lina;9
Iida-Eveliina;9
Iidamari;9
Iina-Riikka;9
Ilda;9
Imaan;9
Ing-Maj;9
Inkaliina;9
Inka-Liina;9
Ivi;9
Iwona;9
Jadelina;9
Janett;9
Jassi;9
Jeanine;9
Jehona;9
Jenna-Maaria;9
Jennamari;9
Jennimaria;9
Jesmina;9
Jevgenija;9
Jillian;9
Joann;9
Joel;9
Jonna-Marika;9
Joséphine;9
Kaisa-Helena;9
Kaisaliisa;9
Kaisla-Kerttu;9
Kaste;9
Katianna;9
Katina;9
Katjuska;9
Katri-Elina;9
Katri-Leena;9
Katri-Mari;9
Kavita;9
Kirsimari;9
Kirsti-Maija;9
Kreetta-Liisa;9
Ksenja;9
Kylie;9
Lale;9
Lanya;9
Lava;9
Laxmi;9
Layan;9
Lemmikki;9
Liin;9
Liisa-Kaarina;9
Liisamaria;9
Lilyana;9
Lina-Maria;9
Lis-Beth;9
Lisse;9
Ljudmilla;9
Lona;9
Lou;9
Love;9
Lucía;9
Luise;9
Lukas;9
Lumiella;9
Lumilla;9
Luminia;9
Lyudmyla;9
Mabel;9
Madelaine;9
Mahtab;9
Maiju-Liisa;9
Mako;9
Man;9
Marfa;9
Maria-Elisa;9
Mariem;9
Marilena;9
Mari-Lotta;9
Mariska;9
Mari-Tuulia;9
Marja-Tuulia;9
Marjo-Rita;9
Martine;9
Matja;9
Maureen;9
May-Gret;9
Medine;9
Meeri-Maria;9
Mehri;9
Melise;9
Mena;9
Menja;9
Merena;9
Merili;9
Meri-Sisko;9
Meri-Tuulikki;9
Merja-Anneli;9
Mery;9
Mia-Liisa;9
Miia-Johanna;9
Miia-Riina;9
Miina-Liisa;9
Miina-Mari;9
Milan;9
Milla-Maija;9
Millariina;9
Milla-Riitta;9
Milla-Sofia;9
Minelle;9
Minja-Maria;9
Minya;9
Mirel;9
Mirha;9
Miritza;9
Mo;9
Moe;9
Monalisa;9
Morgan;9
Märit;9
Naema;9
Najla;9
Najwa;9
Nasriin;9
Nataly;9
Natasja;9
Naz;9
Neetta;9
Negar;9
Neilikka;9
Nelli-Sofia;9
Nga;9
Nicoleta;9
Niina-Liisa;9
Niina-Maarit;9
Nikole;9
Niloufar;9
Nima;9
Ninni-Maria;9
Nino;9
Nisha;9
Nnenna;9
Noela;9
Noga;9
Nuran;9
Nuria;9
Oda;9
Olha;9
Oona-Lotta;9
Oona-Mari;9
Oula;9
Outi-Elina;9
Paris;9
Paw;9
Pearl;9
Pertta;9
Petra-Pauliina;9
Pettiina;9
Pia-Lena;9
Pia-Riikka;9
Pia-Sisko;9
Pilke;9
Pinar;9
Pirkitta;9
Pouta;9
Päivi-Johanna;9
Rachida;9
Raja;9
Rajana;9
Ramina;9
Rani;9
Rei;9
Renáta;9
Rhonda;9
Riia-Liisa;9
Riika-Maria;9
Riikkamari;9
Ritja;9
Rojin;9
Rosa-Emilia;9
Rosella;9
Rubina;9
Rufina;9
Rukia;9
Saana-Mari;9
Sabira;9
Sacdiyo;9
Sadiya;9
Saidi;9
Saira;9
Saliha;9
Sallamaaria;9
Sallariina;9
Salla-Riina;9
Samara;9
Samiya;9
Samu;9
Sandra-Maria;9
Sanije;9
Sanna-Elina;9
Sanna-Helena;9
Sanna-Sisko;9
Sara-Juulia;9
Saramaria;9
Sari-Marjut;9
Satumaria;9
Satu-Tuulia;9
Seere;9
Seida;9
Seija-Sinikka;9
Sela;9
Selmi;9
Selvete;9
Sepideh;9
Seren;9
Serita;9
Shadi;9
Shila;9
Shweta;9
Sigrun;9
Siida;9
Siiri-Maija;9
Sini-Mari;9
Sinimaria;9
Siret;9
Sisko-Riitta;9
Sitra;9
Soli;9
Sora;9
Stella-Maria;9
Sukanya;9
Summer;9
Sunná;9
Susanna-Maria;9
Susette;9
Suska;9
Susu;9
Suvi-Juulia;9
Taina-Liisa;9
Taina-Maija;9
Tam;9
Tarja-Maija;9
Tarja-Terttu;9
Taru-Leena;9
Terése;9
Teresita;9
Tertta;9
Terttu-Kaarina;9
Thalia;9
Tiiamaria;9
Tiia-Noora;9
Tikva;9
Toivikki;9
Tonia;9
Tricia;9
Tulan;9
Tuli;9
Tuula-Kaarina;9
Ulla-Christina;9
Ulla-Maaria;9
Ulla-Marjatta;9
Urszula;9
Valla;9
Valmu;9
Veera-Liisa;9
Venla-Sofia;9
Vilma-Maria;9
Virpi-Maria;9
Vlera;9
Wen;9
Wendi;9
Y;9
Yousra;9
Yuk;9
Zakiya;9
Zohal;9
Abaas;9
Abdelkrim;9
Abdirisaaq;9
Abedin;9
Admir;9
Akilles;9
Alexej;9
Alexios;9
Alexsander;9
Alpha;9
Amor;9
An;9
Andri;9
Anes;9
Anse;9
Anssi-Petteri;9
Antti-Ilari;9
Antti-Olavi;9
Ari-Antti;9
Ari-Tapani;9
Ari-Tapio;9
Ari-Veli;9
Armaan;9
Arnaud;9
Atte-Pekka;9
Ayan;9
Ayaz;9
Ayrton;9
Baboucarr;9
Balázs;9
Bao;9
Benno;9
Bile;9
Blendi;9
Bo-Gustav;9
Brett;9
Callum;9
Caner;9
Carl-Anders;9
Carl-Michael;9
Casperi;9
Cassius;9
Chia;9
Christo;9
Cihan;9
Claës;9
Cyril;9
Dang;9
Danyal;9
Dardan;9
Davood;9
Declan;9
Deepak;9
Dejan;9
Denny;9
Devran;9
Dogan;9
Ed;9
Efosa;9
Ehab;9
Eino-Veikko;9
Elie;9
Elisei;9
Elmedin;9
Eloi;9
Emerson;9
Emilian;9
Emmanouil;9
Erdem;9
Erjon;9
Erki;9
Esam;9
Esat;9
Esa-Tapio;9
Esa-Ville;9
Essa;9
Etienne;9
Eyman;9
Ezel;9
Fahri;9
Fenix;9
Fiilus;9
Filemon;9
Filiph;9
Fjodor;9
Frédéric;9
Fridolf;9
Fynn;9
Gábor;9
Ghaith;9
Gonzalo;9
Grant;9
Guy-Erik;9
Haaruun;9
Hakon;9
Hamidullah;9
Hamit;9
Hanne;9
Hannu-Tapio;9
Harley;9
Harras;9
Harvey;9
Hassen;9
Haval;9
Heikka;9
Heikki-Jussi;9
Helmut;9
Hemen;9
Hemn;9
Hunar;9
Huner;9
Iisai;9
Ike;9
Iker;9
Iku;9
Ile;9
Ilian;9
Iro;9
Jaakko-Petteri;9
Jaarli;9
Jafet;9
Jallu;9
Jame;9
Jamo;9
Jani-Juhani;9
Jani-Tapani;9
Janne-Mikael;9
Janne-Veikko;9
János;9
Jari-Ville;9
Jarno-Petteri;9
Jaroel;9
Jassu;9
Jawad;9
Jean-Paul;9
Jere-Juhani;9
Jeremie;9
Jermo;9
Jerzy;9
Jesaja;9
Jesse-Matias;9
Jhonny;9
Jihad;9
Joaquin;9
Jochen;9
Jofiel;9
Johnson;9
Jolle;9
Jones;9
Jorgos;9
Joutsi;9
Juha-Martti;9
Juha-Tapani;9
Juha-Tuomas;9
Juho-Eemeli;9
Jussimatti;9
Juuso-Matias;9
Kaimo;9
Kaj-Gustav;9
Kalev;9
Karan;9
Kari-Antti;9
Kari-Markus;9
Karimatti;9
Karl-Axel;9
Karl-Gunnar;9
Karl-Mikael;9
Kayden;9
Keanu;9
Kim-Kristian;9
Kimmo-Petteri;9
Kimo;9
Kim-Peter;9
Klaus-Erik;9
Knuutti;9
Kofi;9
Kwame;9
Labinot;9
Lahoucine;9
Lamine;9
Lars-Ove;9
Lasse-Matti;9
Lauri-Kalle;9
Lei;9
Leone;9
Leonhard;9
Leslie;9
Levente;9
Lucian;9
Luciano;9
Lucius;9
Luigi;9
Luqmaan;9
Mac;9
Master;9
Mathieu;9
Matjus;9
Mats-Johan;9
Matti-Oskari;9
Matti-Veikko;9
Maunus;9
MD.;9
Miica;9
Mika-Antti;9
Mika-Tapani;9
Mikhael;9
Mikk;9
Mikka;9
Mikko-Samuli;9
Mikko-Tapio;9
Miko-Matias;9
Miksu;9
Miljo;9
Milon;9
Mirac;9
Mortaza;9
Muniir;9
Nenad;9
Nermin;9
Nero;9
Nesta;9
Nexhat;9
Nhut;9
Nihad;9
Niikka;9
Niikko;9
Niko-Joonas;9
Oleksi;9
Oleksiy;9
Olli-Eemeli;9
Olli-Jukka;9
Olli-Kalle;9
Olli-Tapio;9
Omran;9
Oswald;9
Otto-Petteri;9
Otto-Wille;9
Owe;9
Parviz;9
Pasi-Petri;9
Pau;9
Pauli-Petteri;9
Peetro;9
Petri-Mikael;9
Petrit;9
Phuong;9
Preston;9
Priit;9
Puja;9
Quinn;9
Quy;9
Rae;9
Raid;9
Raido;9
Ramil;9
Ramy;9
Ran;9
Ranjit;9
Rasim;9
Rauf;9
Rayen;9
Reinhold;9
Reto;9
Ricu;9
Roald;9
Rollo;9
Roni-Petteri;9
Sahil;9
Sakarie;9
Samatar;9
Samba;9
Sami-Seppo;9
Samu-Matias;9
Santi;9
Saulo;9
Selahattin;9
Shahzad;9
Sigvald;9
Silvio;9
Simo-Matti;9
Simone;9
Simo-Santeri;9
Soner;9
Sorjo;9
Stig-Ole;9
Storm;9
Styrbjörn;9
Suheib;9
Svantte;9
Sven-Ole;9
Tatu-Petteri;9
Tayfun;9
Teljo;9
Teoman;9
Tero-Jukka;9
Tex;9
Thobias;9
Tian;9
Tibor;9
Tiger;9
Timon;9
Timo-Veikko;9
Timy;9
Tin;9
Tini;9
Tio;9
Tobia;9
Tom-Henrik;9
Tom-Johan;9
Tom-Peter;9
Tomppa;9
Ton;9
Torleif;9
Tuncay;9
Uchenna;9
Vasileios;9
Vasilios;9
Veli-Seppo;9
Vi;9
Viktori;9
Vilkko;9
Ville-Erik;9
Villemarkus;9
Vilmo;9
Vincenzo;9
Walde;9
Wali;9
Wayne;9
Wilgot;9
Wing;9
Xhevdet;9
Yll;9
Ylli;9
Yusif;9
Zachris;9
Zackarias;9
Zakhar;9
Zane;9
Ziyad;9
Zoltan;9
Aaisha;8
Aale;8
Aami;8
Abraar;8
Adine;8
Afiifa;8
Agne;8
Aija-Mari;8
Aila-Maria;8
Aino-Kaarina;8
Aino-Marjatta;8
Aino-Riikka;8
Akira;8
Aliida;8
Aliise;8
Almaz;8
Alya;8
Ameli;8
Ameliina;8
Aminah;8
Anea;8
Angeliki;8
Angie;8
Anida;8
Anja-Kaisa;8
Anna-Johanna;8
Anna-Kerttu;8
Anna-Loviisa;8
Anna-Maaret;8
Annamária;8
Annareeta;8
Ann-Christina;8
Ann-Cristin;8
Ann-Cristine;8
Anne-Britt;8
Anne-Carita;8
Anne-Irene;8
Anne-Katriina;8
Anneke;8
Ann-Gret;8
Anni-Maarit;8
Anni-Pauliina;8
Annita;8
Annuliina;8
Anouk;8
Anu-Kaarina;8
Anuradha;8
Anu-Sisko;8
Apila;8
Ariane;8
Arja-Kaarina;8
Artemis;8
Aseel;8
Auli-Maija;8
Avelina;8
Azita;8
Barita;8
Betsy;8
Betül;8
Bina;8
Bintou;8
Birkitta;8
Canan;8
Cansu;8
Cataleya;8
Catariina;8
Ceela;8
Celestine;8
Ceren;8
Chanette;8
Charlott;8
Chiman;8
Chrisse;8
Ciana;8
Clary-Ann;8
Csilla;8
Dafna;8
Dicle;8
Diem;8
Diya;8
Domna;8
Edvina;8
Eijaliisa;8
Eila-Kaarina;8
Eila-Maria;8
Elfrida;8
Elinore;8
Elis;8
Elisa-Maria;8
Elle-Sofia;8
Elli-Marja;8
Elpi;8
Elsbet;8
Else-Britt;8
Elve;8
Elviina;8
Elwira;8
Emma-Riina;8
Emmastiina;8
Emme;8
Emmeli;8
Emmi-Karoliina;8
Emmi-Liisa;8
Emy;8
Enrica;8
Enrika;8
Erja-Maija;8
Erla;8
Essie;8
Essi-Noora;8
Eva-Britt;8
Eva-Maj;8
Fanni-Maria;8
Farzaneh;8
Fatemah;8
Fawzia;8
Femmi;8
Fiia-Maria;8
Fikrije;8
Florije;8
Ganga;8
Genevieve;8
Geraldine;8
Glenda;8
Grethel;8
Gullbritt;8
Gunne-Maj;8
Hakima;8
Haliimo;8
Hanna-Kristiina;8
Hanna-Stina;8
Heide;8
Heidimaria;8
Heldine;8
Helea;8
Hellikki;8
Helmi-Ilona;8
Hennaleena;8
Hennika;8
Henni-Maria;8
Hilli;8
Himmi;8
Hoa;8
Hodo;8
Houda;8
Hue;8
Huyen;8
Iben;8
Idaliina;8
Iida-Juulia;8
Iida-Maaria;8
Iida-Marja;8
Iimaan;8
Iisa-Maria;8
Iitamari;8
Iitamaria;8
Ildiko;8
Imelda;8
Inaaya;8
Ingbritt;8
Ingemaj;8
Ing-Marie;8
Inja;8
Inka-Leena;8
Inka-Lilja;8
Inki;8
Iva;8
Jaana-Riitta;8
Jacinda;8
Jadelle;8
Jamelia;8
Janea;8
Janni-Mari;8
Jaroslava;8
Jasper;8
Jawahir;8
Jeli;8
Jemila;8
Jeniina;8
Jenna-Lotta;8
Jenna-Marika;8
Jenna-Miia;8
Jenniliisa;8
Jie;8
Jinan;8
Jolene;8
Jolin;8
Jonna-Juulia;8
Julian;8
Julienne;8
Juniper;8
Jusra;8
Kaddy;8
Kadija;8
Kaie;8
Kaisa-Riikka;8
Kajo;8
Kanokwan;8
Kari;8
Kasmira;8
Katri-Anna;8
Keea;8
Khalida;8
Khatera;8
Kida;8
Kiia-Sofia;8
Kiida;8
Kira-Maria;8
Kiran;8
Kirsi-Maaret;8
Kirsi-Tiina;8
Kirstin;8
Kjerstin;8
Klarissa;8
Klavdia;8
Kobra;8
Kristella;8
Kristiine;8
Laara;8
Laetitia;8
Lalita;8
Laura-Lotta;8
Leena-Maarit;8
Leene;8
Leonna;8
Leslie;8
Lexi;8
Lidiya;8
Liel;8
Liini;8
Liisa-Marjatta;8
Liise;8
Liljen;8
Lill;8
Lina-Lotta;8
Lindis;8
Lisel;8
Lisi;8
Liva;8
Ljuba;8
Lori;8
Lotti;8
Loubna;8
Louhi;8
Lua;8
Lubna;8
Mahlet;8
Maijakaisa;8
Maijariitta;8
Maija-Stina;8
Maiken;8
Maivor;8
Maj-Helen;8
Malinda;8
Mansi;8
Marcia;8
Margalit;8
Margarete;8
Maria-Christina;8
Maria-Emilia;8
Maria-Kaisa;8
Maria-Karoliina;8
Maria-Pia;8
Marie-Anne;8
Mariet;8
Mari-Helen;8
Mari-Kaarina;8
Marikaisa;8
Mari-Kristiina;8
Marilou;8
Mari-Louise;8
Mari-Pauliina;8
Marja-Katriina;8
Marjo-Helena;8
Marjoriikka;8
Marru;8
Martyna;8
Maryanne;8
Mayar;8
Meia;8
Melian;8
Memmu;8
Mereta;8
Meri-Maija;8
Merja-Maarit;8
Meron;8
Mia-Leena;8
Mihane;8
Miia-Susanna;8
Miiru;8
Miléa;8
Mileena;8
Milga;8
Milica;8
Milja-Sofia;8
Milka-Maria;8
Milla-Lotta;8
Minna-Helena;8
Minnariikka;8
Minou;8
Minttumaria;8
Mirabel;8
Mirabelle;8
Mirena;8
Mirita;8
Mirjeta;8
Mirka-Leena;8
Mirta;8
Mirva-Leena;8
Miryam;8
Mona-Liisa;8
Mónika;8
Nagham;8
Nanami;8
Narmin;8
Nashaad;8
Ndey;8
Neea-Emilia;8
Neea-Sofia;8
Nell;8
Neneh;8
Nevia;8
Nian;8
Niina-Marika;8
Nina-Liisa;8
Nini;8
Njomza;8
Noora-Mari;8
Nusrat;8
Nuuro;8
Ola;8
Oline;8
Olive;8
Oona-Maija;8
Orsolya;8
Outi-Maija;8
Petra-Sofia;8
Pham;8
Pia-Stina;8
Piia-Sisko;8
Pinka;8
Pirjo-Kaarina;8
Pirkko-Maija;8
Pola;8
Qendresa;8
Radha;8
Ragnborg;8
Rahime;8
Randi;8
Raune;8
Raya;8
Rebeka;8
Reini;8
Repekka;8
Reyhan;8
Riia-Mari;8
Riikkaleena;8
Riina-Emilia;8
Romi;8
Roosa-Marja;8
Roosa-Sofia;8
Rosa-Maaria;8
Rosamari;8
Rozerin;8
Ruqiya;8
Saara-Emilia;8
Saara-Marja;8
Saarni;8
Saffron;8
Saija-Mari;8
Sainab;8
Sairi;8
Saja;8
Samiro;8
San;8
Sanna-Lotta;8
Sannika;8
Sannimaria;8
Sara-Ella;8
Sara-Maaria;8
Sara-Marie;8
Satu-Anna;8
Satu-Annika;8
Satu-Marjut;8
Satu-Minna;8
Satu-Pauliina;8
Satu-Riitta;8
Sawda;8
Saya;8
Seema;8
Selen;8
Sema;8
Senait;8
Sere;8
Sessi;8
Severiina;8
Shahd;8
Shamis;8
Shara;8
Sheena;8
Shirel;8
Sia;8
Sievi;8
Sifa;8
Sihem;8
Siia;8
Silja-Maaria;8
Sinianna;8
Sini-Linnea;8
Sini-Orvokki;8
Sini-Päivi;8
Sini-Sisko;8
Sinituuli;8
Sinna-Sofia;8
Sinni;8
Sirpa-Sisko;8
Soivi;8
Solweig;8
Sonja-Sofia;8
Soumia;8
Stacey;8
Suela;8
Sumaja;8
Sunny;8
Sura;8
Suvi-Anne;8
Suvi-Annika;8
Suvi-Hannele;8
Syksy;8
Tahira;8
Taija-Maria;8
Taija-Tuulia;8
Taina-Leena;8
Taina-Mari;8
Tani;8
Tanja-Leena;8
Tao;8
Taru-Tuulikki;8
Terhi-Tuulikki;8
Thordis;8
Tiia-Lotta;8
Tiia-Maija;8
Tiina-Kaarina;8
Tiisa;8
Tini;8
Tittamari;8
Trifa;8
Tuba;8
Tuija-Maarit;8
Tuija-Mari;8
Tuija-Maria;8
Tuija-Sisko;8
Tuiri;8
Tuula-Leena;8
Tuula-Sisko;8
Ulla-May;8
Ulla-Terttu;8
Uwase;8
Valentyna;8
Vania;8
Veanna;8
Veina;8
Venla-Maija;8
Veronique;8
Vibeke;8
Vicki;8
Viiu;8
Viivu;8
Vilja-Tuulia;8
Virva-Tuulia;8
Wahida;8
Willow;8
Wilmiina;8
Yanina;8
Yildiz;8
Yona;8
Yuna;8
Zahara;8
Ziba;8
Zohreh;8
Aadel;8
Aadi;8
Aatu-Eemeli;8
Aayan;8
Abdelmalek;8
Abderrahman;8
Abdihakin;8
Abdikariim;8
Abdikarin;8
Abdimaalik;8
Abdou;8
Abdulfatah;8
Abdulmalik;8
Ade;8
Aki-Ville;8
Aland;8
Ales;8
Allen;8
Amani;8
Amiel;8
Anatolij;8
Anel;8
Angelos;8
Anouar;8
Ánte;8
Anttijuhani;8
Antti-Sakari;8
Apostolos;8
Arafat;8
Arbër;8
Archie;8
Aref;8
Aria;8
Arimatti;8
Arnav;8
Arttu-Matti;8
Asaf;8
Atakan;8
Athanasios;8
Augusto;8
Awat;8
Aymen;8
Azizullah;8
Bahri;8
Bailey;8
Bakary;8
Bart;8
Basri;8
Ben-Erik;8
Berkan;8
Bo-Anders;8
Bo-Gunnar;8
Boy;8
Brayan;8
Carl-Anton;8
Carl-Emil;8
Carl-Victor;8
Carl-Wilhelm;8
Carol;8
Celal;8
César;8
Chan;8
Chau;8
Cornelis;8
Cyrus;8
Daniar;8
Dawit;8
Deng;8
Denzel;8
Didar;8
Dijar;8
Domenico;8
Durim;8
Edouard;8
Eewert;8
Eijo;8
Eitan;8
Eka;8
Ekko;8
Eldin;8
Ergin;8
Eris;8
Erkki-Juhani;8
Ermin;8
Ersin;8
Esa-Heikki;8
Esmail;8
Etvi;8
Faik;8
Falah;8
Farouk;8
Farshad;8
Fazel;8
Fevzi;8
Flamur;8
Flavio;8
Franck;8
Gaurav;8
Gay;8
Gezim;8
Gino;8
Haarun;8
Hakki;8
Hannu-Petteri;8
Hanssi;8
Harri-Matti;8
Hashem;8
Hayrettin;8
Henri-Petteri;8
Henryk;8
Hesham;8
Hoai;8
Htoo;8
Hussam;8
Iakov;8
Idan;8
Ignacio;8
Ignat;8
Iiska;8
Ilyes;8
Imer;8
Iosif;8
Isam;8
Izet;8
Jaabir;8
Jael;8
Jakim;8
Jan-Fredrik;8
Janne-Joonas;8
Jan-Ola;8
Jan-Olav;8
Jari-Tapani;8
Jarkka;8
Jarl-Olof;8
Jarmo-Juhani;8
Jemias;8
Jemil;8
Jere-Joonas;8
Jericho;8
Jerico;8
Jermi;8
Jia;8
Johnnie;8
Joonis;8
Juho-Joonas;8
Juho-Kustaa;8
Juho-Veikko;8
Jukka-Antero;8
Jussi-Antti;8
Jussi-Matias;8
Jyri-Jukka;8
Jöran;8
Kaamos;8
Kaarel;8
Kadri;8
Kaj-Gunnar;8
Kaj-Håkan;8
Kaj-Ole;8
Kalle-Heikki;8
Kari-Petri;8
Karl-Kristian;8
Karsten;8
Kasra;8
Kemo;8
Kendrick;8
Kero;8
Kid;8
Kim-Mikael;8
Kimon;8
Knuut;8
Ko;8
Konni;8
Kosar;8
Kuu;8
Köpi;8
Kössi;8
Lahcen;8
Larbi;8
Lars-Christian;8
Lars-Mikael;8
Lenno;8
Levent;8
Levin;8
Loki;8
Long;8
Lorens;8
Lukman;8
Luna;8
Madis;8
Mahesh;8
Majd;8
Malakai;8
Maltti;8
Mani;8
Marino;8
Martino;8
Martti-Mikael;8
Marttin;8
Máté;8
Matej;8
Mateusz;8
Matheus;8
Mattus;8
Matvej;8
Maximilien;8
Mehrdad;8
Micha;8
Micu;8
Mihalis;8
Mihkal;8
Mihkku;8
Miika-Petteri;8
Mikaël;8
Mika-Kristian;8
Mikolas;8
Milco;8
Miliam;8
Mille;8
Milot;8
Miroel;8
Miro-Markus;8
Mixu;8
Mohamed-Amin;8
Monir;8
Mosku;8
Mouhamed;8
Muhanad;8
Mujtaba;8
Murtaza;8
Muse;8
Muzaffer;8
Nahom;8
Najiib;8
Nante;8
Nazmi;8
Nehat;8
Neko;8
Nemanja;8
Nevzat;8
Nidal;8
Niilo-Pekka;8
Niklaus;8
Niko-Kristian;8
Niko-Matias;8
Nils-Eric;8
Nils-Henrik;8
Noak;8
Nyrki;8
Oguz;8
Olli-Markus;8
Olli-Petri;8
Olliver;8
Onnimanni;8
Onni-Petteri;8
Oren;8
Oumar;8
Papu;8
Patryk;8
Pave;8
Pena;8
Perry;8
Petka;8
Peyman;8
Pyry-Matti;8
Raad;8
Radu;8
Raj;8
Rajesh;8
Rasoul;8
Raúl;8
Rawand;8
Ren;8
Reno;8
Rey;8
Rhys;8
Ridha;8
Roby;8
Rolf-Erik;8
Romet;8
Rron;8
Rustam;8
Sabit;8
Saed;8
Saikou;8
Sakariya;8
Saleem;8
Salu;8
Sami-Juhani;8
Sami-Kalle;8
Sami-Markus;8
Samsa;8
Sandeep;8
Sangar;8
Sarno;8
Saro;8
Sasu-Pekka;8
Savas;8
Sayd;8
Seamus;8
Sebastián;8
Sefer;8
Sepe;8
Sergii;8
Sero;8
Seyyed;8
Shahab;8
Sharmake;8
Shukri;8
Sidi;8
Slava;8
Soufiane;8
Stanislaw;8
Sten-Erik;8
Suhayb;8
Sulayman;8
Sumit;8
Sven-Åke;8
Svyatoslav;8
Taku;8
Tammi;8
Taner;8
Taulant;8
Taylor;8
Tero-Tapani;8
Tewodros;8
Thamer;8
Thim;8
Thony;8
Timofej;8
Timo-Tuomas;8
Tomme;8
Tom-Mikael;8
Troi;8
Tyr;8
Tyyko;8
Uku;8
Ulf-Göran;8
Uri;8
Urim;8
Vantte;8
Veele;8
Veton;8
Villehard;8
Ville-Jaakko;8
Vilpo;8
Vilppo;8
Vinnie;8
Vinsent;8
Visa-Valtteri;8
Voldemar;8
Wahid;8
Walentin;8
Waqas;8
Willi;8
Win;8
Wyatt;8
Yasar;8
Yazid;8
Yohannes;8
Yuval;8
Zahir;8
Zayd;8
Zayn;8
Zebastian;8
Zeid;8
Ziggy;8
Aadaliina;7
Aada-Olivia;7
Aata;7
Aaya;7
Adaeze;7
Adelma;7
Adia;7
Aija-Maria;7
Aina-Maria;7
Ainaz;7
Aino-Linnea;7
Aisa;7
Ajsa;7
Aldina;7
Alecia;7
Alexiina;7
Alin;7
Alissia;7
Allegra;7
